,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins,best_of_5_wins,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,w_tourney,tot_minutes,height,birthdate,sv1st,sv1st_win,sv2nd_win,df,ace,bpS,wmatch,lmatch,nmatch,w_surface_Hard,w_surface_Clay,w_surface_Grass,w_surface_Carpet,w_surface_unknown,l_surface_Hard,l_surface_Clay,l_surface_Grass,l_surface_Carpet,l_surface_unknown,n_tourney
3832,Aidan Mchugh,M,GBR,245103.0,U,388,1252,17,0,6,0,-1,-1,-1,-1,3,-1,2,-1,-1,-1,12,6,0,1869.1685245886342,183.43,15/07/2000,761,494,184,44,62.0,60.0,6,11,17,4,1,1,0,0,5,1,5,0,0,10
3833,Dalibor Svrcina,M,CZE,207494.0,R,424,852,19,0,12,0,-1,-1,-1,-1,-1,-1,1,-1,2,-1,16,12,1,1806.0,190.38,06/10/2002,841,540,204,108,27.0,81.0,12,7,19,4,8,0,0,0,1,6,0,0,0,8
3834,Jeroen Vanneste,M,BEL,111584.0,R,314,858,24,0,13,0,1,-1,-1,-1,4,2,13,8,-1,-1,6,3,0,2086.6610200334553,173.67,20/01/1994,889,610,320,90,67.0,67.0,13,11,24,1,12,0,0,0,2,9,0,0,0,11
3835,Daniel Rodrigues,M,POR,206448.0,R,961,961,2,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,233.0,179.8,14/02/2000,108,68,30,11,1.0,11.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3836,Tim Sandkaulen,M,GER,127158.0,U,0,0,3,0,1,0,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,1,0,303.9418943478454,187.44,09/01/1998,121,84,56,9,10.0,16.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
3837,Nino Ehrenschneider,M,GER,209510.0,L,2077,2077,3,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,2,1,0,293.6179234916584,187.44,08/04/2001,137,94,35,13,5.0,11.0,1,2,3,0,1,0,0,0,1,1,0,0,0,2
3838,Peter Heller,M,GER,106040.0,R,343,624,36,0,13,0,1,-1,-1,-1,-1,-1,32,12,1,-1,2,1,0,3552.252786882951,187.44,26/08/1992,1446,971,568,76,89.0,167.0,13,23,36,2,11,0,0,0,7,16,0,0,0,23
3839,Deney Wassermann,M,NED,208334.0,R,1467,1467,3,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,0,303.0,190.25,27/03/2001,119,91,53,13,14.0,14.0,2,1,3,0,2,0,0,0,0,1,0,0,0,1
3840,Nicholas David Ionel,M,ROU,207660.0,R,516,549,8,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,3,1,0,911.0,186.8,17/10/2002,385,245,98,23,24.0,38.0,1,7,8,0,1,0,0,0,3,4,0,0,0,7
3841,Dan Alexandru Tomescu,M,ROU,202150.0,U,840,840,3,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,0,264.0,186.8,31/03/1999,117,78,37,3,8.0,15.0,2,1,3,0,2,0,0,0,0,1,0,0,0,1
3842,Vlad Andrei Dancu,M,ROU,200263.0,U,850,1008,7,0,3,0,-1,-1,1,-1,3,2,-1,-1,1,-1,2,1,0,757.0,186.8,09/03/1999,306,196,124,9,21.0,39.0,3,4,7,0,3,0,0,0,0,4,0,0,0,4
3843,Yan Bondarevskiy,M,RUS,245108.0,U,605,1279,10,0,4,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,7,3,0,950.0,187.27,19/03/2000,465,298,105,31,17.0,45.0,4,6,10,3,1,0,0,0,5,1,0,0,0,6
3844,Oleksii Krutykh,M,UKR,208071.0,R,503,514,9,0,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,7,0,826.0,185.25,12/03/2000,337,240,142,31,40.0,28.0,7,2,9,7,0,0,0,0,2,0,0,0,0,2
3845,Matteo Arnaldi,M,GBR,208286.0,R,626,1287,12,0,3,0,-1,-1,-1,-1,-1,-1,3,-1,2,-1,7,3,0,998.0,183.0,24/02/2001,423,267,140,41,25.0,45.0,3,9,12,0,3,0,0,0,1,8,0,0,0,8
3846,Govind Nanda,M,USA,207181.0,R,481,710,12,0,4,0,-1,-1,-1,-1,-1,-1,5,1,2,-1,5,3,0,1082.0,186.77,19/02/2001,484,302,151,21,27.0,54.0,4,8,12,4,0,0,0,0,8,0,0,0,0,8
3847,Ben Shelton,M,USA,210097.0,L,1835,1835,2,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,164.0,186.77,14/10/2002,65,50,27,8,11.0,6.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3848,Trent Bryde,M,USA,200336.0,R,1149,1538,10,0,3,0,1,-1,1,-1,4,2,1,-1,-1,-1,3,1,0,885.0,186.77,30/08/1999,351,211,128,28,34.0,38.0,3,7,10,1,2,0,0,0,5,2,0,0,0,7
3849,Inaki Montes De La Torre,M,ESP,208540.0,U,1408,1408,2,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,369.0,182.65,08/10/2002,147,98,45,10,2.0,20.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3850,Alexander Shevchenko,M,RUS,207686.0,U,358,441,11,0,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,8,0,1063.0,187.27,03/01/2001,389,280,195,30,37.0,35.0,8,3,11,0,8,0,0,0,0,3,0,0,0,3
3851,Nicolas Moreno De Alboran,M,ESP,134457.0,U,409,409,8,0,6,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,6,5,0,675.0,182.65,14/07/1997,327,247,88,20,36.0,14.0,6,2,8,6,0,0,0,0,2,0,0,0,0,2
3852,Alejandro Moro Canas,M,ESP,208279.0,U,1115,1911,6,0,3,0,-1,-1,-1,-1,2,1,2,1,-1,-1,2,1,0,552.0,182.65,12/12/2000,249,159,66,25,15.0,22.0,3,3,6,1,2,0,0,0,1,2,0,0,0,3
3853,Gabriele Piraino,M,ITA,210042.0,L,1150,1249,4,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,0,441.0,185.71,16/11/2003,183,116,64,6,9.0,19.0,2,2,4,0,2,0,0,0,0,2,0,0,0,2
3854,Daniel Siniakov,M,CZE,209338.0,U,1221,1717,5,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,0,377.0,190.38,19/01/2003,186,113,30,21,4.0,13.0,2,3,5,0,2,0,0,0,0,3,0,0,0,3
3855,Nick Hardt,M,DOM,200572.0,U,359,1772,19,0,7,0,1,-1,2,-1,-1,-1,8,3,1,-1,7,4,0,1792.2377777725933,173.0,26/09/2000,791,499,214,42,32.0,81.0,7,12,19,2,5,0,0,0,5,7,0,0,0,12
3856,Manuel Mazza,M,ITA,207601.0,U,0,0,3,0,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,0,339.0,185.71,16/04/1999,153,100,54,7,8.0,17.0,2,1,3,0,2,0,0,0,0,1,0,0,0,1
3857,Luca Potenza,M,ITA,206553.0,U,568,632,5,0,1,0,-1,-1,1,-1,1,-1,-1,-1,-1,-1,3,1,0,513.0,185.71,28/07/2000,213,130,70,21,7.0,27.0,1,4,5,0,1,0,0,0,0,4,0,0,0,4
3858,Szymon Kielan,M,POL,209910.0,U,1925,1925,2,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,174.0,191.14,25/11/2002,72,47,31,8,6.0,11.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3859,Valentina Ivanov,F,NZL,221173.0,U,741,1001,35,0,16,0,-1,-1,-1,-1,5,3,26,10,4,3,-1,-1,0,2967.664189315485,174.0,30/03/2001,226,157,59,29,8.0,25.0,16,19,35,11,5,0,0,0,9,7,1,2,0,21
3860,Qinwen Zheng,F,CHN,221012.0,R,171,1169,114,0,81,0,-1,-1,-1,-1,13,6,25,14,46,38,30,23,6,8971.412021610246,174.8,15/10/2002,366,244,136,42,40.0,51.0,81,33,114,37,44,0,0,0,20,13,0,0,0,40
3861,Pauline Wuarin,F,SUI,215589.0,U,812,1239,56,0,18,0,-1,-1,4,-1,4,1,36,14,8,2,4,1,0,4031.4700787909164,171.33,29/04/1996,91,51,9,4,0.0,12.0,18,38,56,12,6,0,0,0,13,24,0,1,0,38
3862,Zhuoxuan Bai,F,CHN,222296.0,R,833,833,6,0,2,0,-1,-1,-1,-1,-1,-1,6,2,-1,-1,-1,-1,0,532.4213114715853,174.8,21/11/2002,166,89,50,20,6.0,31.0,2,4,6,2,0,0,0,0,4,0,0,0,0,4
3863,Adrienn Nagy,F,HUN,215909.0,R,753,1237,90,0,41,0,3,-1,4,-1,9,5,27,15,8,4,39,17,1,7363.2184333204195,175.5,28/03/2001,131,80,45,12,7.0,15.0,41,49,90,18,23,0,0,0,15,34,0,0,0,51
3864,Paola Cortez Vargas,F,BOL,220244.0,U,0,0,2,0,1,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,147.04116575252021,173.77,unknown,0,0,0,0,0.0,0.0,1,1,2,0,1,0,0,0,0,1,0,0,0,2
3865,Gabriela Cortes Flores,F,BOL,221978.0,U,0,0,3,0,2,0,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,0,172.77336975921128,173.77,29/06/2004,0,0,0,0,0.0,0.0,2,1,3,0,2,0,0,0,0,1,0,0,0,2
3866,Zulay Castaneda,F,PAN,221975.0,U,0,0,3,0,1,0,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,0,183.80145719065027,173.77,17/04/2000,0,0,0,0,0.0,0.0,1,2,3,0,1,0,0,0,0,2,0,0,0,3
3867,Karen Esther Contreras,F,PAN,221819.0,U,0,0,5,0,1,0,-1,-1,2,-1,-1,-1,3,1,-1,-1,-1,-1,0,260.39322404014626,173.77,19/07/2001,38,13,8,13,3.0,2.0,1,4,5,0,1,0,0,0,0,3,0,0,1,5
3868,Ana Carmen Zamburek,F,DOM,221979.0,U,0,0,4,0,2,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,2,1,0,385.9830601003656,173.77,16/03/2003,0,0,0,0,0.0,0.0,2,2,4,2,0,0,0,0,2,0,0,0,0,4
3869,Guillermina Grant,F,URU,221816.0,U,0,0,6,0,2,0,-1,-1,2,-1,-1,-1,4,2,-1,-1,-1,-1,0,656.6310018127396,173.77,27/06/2002,137,72,22,8,1.0,18.0,2,4,6,2,0,0,0,0,2,0,0,0,2,6
3870,Yoryana Delgado Herrera,F,CUB,221835.0,U,0,0,5,0,1,0,-1,-1,-1,-1,1,-1,4,1,-1,-1,-1,-1,0,297.26586520403237,173.77,01/08/1998,24,10,5,10,0.0,5.0,1,4,5,1,0,0,0,0,4,0,0,0,0,5
3871,Alina Charaeva,F,RUS,221406.0,R,413,966,77,0,46,0,-1,-1,-1,-1,8,6,11,6,26,17,32,17,1,6534.734498881011,176.2,01/06/2002,86,55,16,8,2.0,7.0,46,31,77,23,23,0,0,0,15,16,0,0,0,32
3872,Linda Fruhvirtova,F,CZE,222258.0,R,355,956,43,0,27,0,-1,-1,-1,-1,-1,-1,2,1,16,7,25,19,2,3326.22233145838,175.79,06/05/2005,448,287,106,72,23.0,58.0,27,16,43,21,4,0,2,0,8,7,0,1,0,17
3873,Gabriella Price,F,USA,222032.0,R,736,1025,48,0,23,0,-1,-1,-1,-1,-1,-1,15,7,8,5,25,11,0,3682.460777017499,173.18,15/06/2003,71,44,17,5,0.0,5.0,23,25,48,18,5,0,0,0,18,7,0,0,0,26
3874,Nikola Bartunkova,F,CZE,223360.0,R,880,1019,12,0,6,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,11,6,0,943.71333331778,175.79,24/02/2006,121,67,20,12,2.0,6.0,6,6,12,0,6,0,0,0,0,6,0,0,0,6
3875,Nastasja Mariana Schunk,F,GER,221768.0,U,436,1153,58,0,39,0,-1,-1,-1,-1,-1,-1,1,-1,22,14,35,25,2,4446.072070293023,176.5,21/08/2003,132,76,20,6,3.0,8.0,39,19,58,6,32,0,1,0,8,9,0,2,0,21
3876,Julia Middendorf,F,GER,221190.0,U,827,842,14,0,8,0,-1,-1,-1,-1,1,-1,1,-1,-1,-1,12,8,1,1171.9951305113639,176.5,02/02/2003,154,93,45,13,7.0,22.0,8,6,14,0,7,0,1,0,1,3,1,1,0,7
3877,Noma Noha Akugue,F,GER,223333.0,R,695,838,25,0,16,0,-1,-1,-1,-1,-1,-1,-1,-1,8,7,17,9,0,1772.4406678358348,176.5,04/12/2003,106,60,37,12,1.0,6.0,16,9,25,4,9,0,3,0,2,5,1,1,0,9
3878,Lisa Pigato,F,ITA,221354.0,U,481,1027,85,0,53,0,-1,-1,-1,-1,8,5,26,19,18,11,33,18,2,6551.059477647281,166.83,26/06/2003,210,124,63,14,3.0,25.0,53,32,85,11,42,0,0,0,9,22,0,1,0,34
3879,Evita Ramirez,F,FRA,221522.0,U,952,1373,51,0,21,0,-1,-1,-1,-1,1,-1,11,2,1,-1,38,19,0,3956.8830113682775,173.36,17/02/2003,108,66,28,15,3.0,9.0,21,30,51,16,5,0,0,0,18,12,0,0,0,30
3880,Tereza Valentova,F,CZE,238184.0,U,0,0,3,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,215.01307832108122,175.79,21/02/2007,47,23,12,6,0.0,10.0,1,2,3,1,0,0,0,0,1,1,0,0,0,2
3881,Weronika Falkowska,F,POL,216579.0,R,487,1225,116,0,74,0,1,-1,-1,-1,13,4,29,16,35,23,38,31,4,9288.766751455156,173.5,18/06/2000,202,110,61,12,11.0,22.0,74,42,116,62,12,0,0,0,27,15,0,0,0,46
3882,Alexandra Eala,F,PHL,223253.0,U,505,1190,33,0,18,0,-1,-1,-1,-1,-1,-1,-1,-1,9,5,24,13,0,3069.5592956047594,173.77,24/05/2005,96,56,35,23,3.0,10.0,18,15,33,10,8,0,0,0,9,6,0,0,0,18
3883,Ashlyn Krueger,F,USA,221909.0,R,726,1029,47,0,25,0,-1,-1,-1,-1,-1,-1,23,12,4,2,20,11,0,3751.6256100893584,173.18,08/05/2004,141,85,36,14,7.0,15.0,25,22,47,19,6,0,0,0,15,7,0,0,0,22
3884,Robin Montgomery,F,USA,221905.0,U,353,597,40,0,24,0,-1,-1,-1,-1,-1,-1,7,4,19,13,14,7,1,3447.035859060028,173.18,11/09/2004,259,158,62,32,20.0,28.0,24,16,40,24,0,0,0,0,13,3,0,0,0,17
3885,Eero Vasa,M,FIN,144814.0,R,1112,1301,6,1,1,0,2,-1,1,-1,1,-1,2,1,-1,-1,1,-1,0,602.0,186.5,06/02/1997,332,200,67,25,18.0,33.0,1,6,7,0,1,0,0,0,1,4,0,0,1,6
3886,Gijs Brouwer,M,NED,133835.0,L,397,705,32,0,14,0,-1,-1,1,-1,7,4,22,10,-1,-1,2,-1,0,2875.0,190.25,17/03/1996,1353,908,388,95,119.0,130.0,14,18,32,12,2,0,0,0,11,7,0,0,0,17
3887,Piotr Galus,M,POL,206893.0,U,0,0,4,0,1,0,1,-1,-1,-1,1,-1,2,1,-1,-1,-1,-1,0,331.0,191.14,14/12/2000,161,100,42,15,5.0,19.0,1,3,4,0,1,0,0,0,0,3,0,0,0,3
3888,Filip Kolasinski,M,POL,208491.0,U,1246,1246,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,211.0,191.14,09/12/2000,80,49,29,1,0.0,7.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3889,Keegan Smith,M,USA,202333.0,U,754,1787,14,0,8,0,1,-1,-1,-1,3,2,9,6,1,-1,-1,-1,0,1177.0,186.77,23/06/1998,627,463,153,57,135.0,52.0,8,6,14,8,0,0,0,0,6,0,0,0,0,6
3890,Evan Hoyt,M,GBR,111775.0,R,319,518,23,0,6,0,-1,-1,-1,-1,5,2,18,4,-1,-1,-1,-1,0,2069.0,183.43,21/01/1995,1027,742,308,59,156.0,83.0,6,17,23,6,0,0,0,0,13,0,4,0,0,16
3891,Niklas Guttau,M,GER,207408.0,U,907,1787,9,0,1,0,-1,-1,-1,-1,2,-1,6,1,-1,-1,1,-1,0,746.0,187.44,14/01/2000,389,225,87,33,8.0,57.0,1,8,9,0,1,0,0,0,2,6,0,0,0,7
3892,Benjamin Sigouin,M,CAN,200009.0,U,524,932,30,0,9,0,2,-1,4,-1,7,1,16,8,-1,-1,1,-1,0,2717.0,188.57,04/06/1999,1087,759,433,128,121.0,129.0,9,21,30,9,0,0,0,0,21,0,0,0,0,21
3893,Andres Artunedo Martinavarro,M,ESP,106238.0,R,306,464,33,0,13,0,-1,-1,3,-1,17,9,13,4,-1,-1,-1,-1,0,3253.0,182.65,19/09/1993,1446,1092,459,98,241.0,123.0,13,20,33,13,0,0,0,0,19,0,1,0,0,19
3894,Jordi Arconada,M,ARG,126273.0,R,428,2029,20,0,4,0,2,-1,-1,-1,1,-1,15,4,1,-1,1,-1,0,2009.492495444821,184.5,11/09/1996,905,595,312,77,71.0,94.0,4,16,20,2,2,0,0,0,12,4,0,0,0,16
3895,Kooros Ghasemi,M,CAN,127050.0,R,0,0,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,121.0,188.57,05/09/1994,54,35,17,9,3.0,10.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3896,Samuele Ramazzotti,M,ITA,200607.0,R,609,609,6,0,2,0,1,-1,-1,-1,1,-1,4,2,-1,-1,-1,-1,0,445.0,185.71,01/03/1999,199,139,85,17,25.0,25.0,2,4,6,2,0,0,0,0,2,2,0,0,0,4
3897,Federico Arnaboldi,M,ITA,206467.0,U,883,1411,8,0,1,0,1,-1,-1,-1,1,-1,5,1,1,-1,-1,-1,0,842.0,185.71,18/06/2000,332,222,124,45,26.0,40.0,1,7,8,0,1,0,0,0,2,5,0,0,0,6
3898,Federico Iannaccone,M,ITA,200713.0,U,981,0,5,0,1,0,-1,-1,-1,-1,2,-1,3,1,-1,-1,-1,-1,0,489.0,185.71,27/03/1999,224,117,56,14,1.0,25.0,1,4,5,0,1,0,0,0,0,4,0,0,0,4
3899,Mate Valkusz,M,HUN,200218.0,R,265,982,32,2,14,0,-1,-1,1,-1,23,11,10,3,-1,-1,-1,-1,0,2838.0,184.0,19/08/1998,1369,888,411,85,59.0,136.0,14,20,34,4,10,0,0,0,8,12,0,0,0,19
3900,Cannon Kingsley,M,USA,207992.0,U,599,1701,11,0,3,0,-1,-1,-1,-1,3,1,7,2,1,-1,-1,-1,0,1010.0,186.77,12/05/2001,481,329,154,27,75.0,52.0,3,8,11,2,1,0,0,0,7,1,0,0,0,8
3901,Jacob Dunbar,M,USA,200217.0,U,831,862,5,0,2,0,-1,-1,-1,-1,1,-1,4,2,-1,-1,-1,-1,0,543.0,186.77,02/10/1995,234,156,77,9,21.0,22.0,2,3,5,2,0,0,0,0,3,0,0,0,0,3
3902,Kazuki Nishiwaki,M,JPN,144744.0,R,767,1985,10,0,2,0,1,-1,1,-1,2,-1,6,2,-1,-1,-1,-1,0,739.0,176.29,04/11/1994,344,229,109,17,31.0,32.0,2,8,10,2,0,0,0,0,8,0,0,0,0,7
3903,Arjun Kadhe,M,IND,111459.0,R,328,755,58,0,21,0,-1,-1,1,-1,33,15,20,6,2,-1,2,-1,0,5027.04116575252,183.8,12/01/1994,2640,1790,608,136,229.0,222.0,21,37,58,19,2,0,0,0,30,7,0,0,0,35
3904,Masamichi Imamura,M,JPN,201987.0,U,0,0,6,0,3,0,-1,-1,1,-1,3,2,2,1,-1,-1,-1,-1,0,501.0,176.29,24/11/1998,268,167,55,14,12.0,18.0,3,3,6,3,0,0,0,0,3,0,0,0,0,3
3905,Mark Vervoort,M,NED,105646.0,U,1385,1413,16,0,1,0,6,-1,2,-1,2,-1,3,1,-1,-1,3,-1,0,1086.4644080133821,190.25,12/10/1990,559,325,141,56,29.0,64.0,1,15,16,0,1,0,0,0,6,9,0,0,0,15
3906,James Ibrahim,M,AUS,200663.0,U,1398,1403,7,0,3,0,-1,-1,-1,-1,2,1,5,2,-1,-1,-1,-1,0,629.0,187.08,15/04/1998,275,169,99,65,28.0,37.0,3,4,7,3,0,0,0,0,4,0,0,0,0,4
3907,Cameron Green,M,AUS,134318.0,U,956,1044,3,0,1,0,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,0,279.0,187.08,24/04/1996,133,98,37,4,15.0,7.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
3908,Luca Giacomini,M,ITA,132837.0,U,504,1449,17,0,8,0,1,-1,1,-1,12,6,3,2,-1,-1,-1,-1,0,1694.0,185.71,29/10/1997,875,531,152,43,13.0,81.0,8,9,17,0,8,0,0,0,1,8,0,0,0,9
3909,Baran Cengiz,M,TUR,207568.0,U,0,0,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,131.0,190.0,24/05/2001,50,27,27,10,2.0,9.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3910,Mircea Alexandru Jecan,M,ROU,121497.0,L,453,919,9,0,2,0,-1,-1,-1,-1,2,1,3,1,3,-1,1,-1,0,758.0,186.8,03/06/1988,332,201,95,23,15.0,40.0,2,7,9,1,1,0,0,0,2,5,0,0,0,7
3911,Giacomo Dambrosi,M,ITA,208209.0,R,894,1192,5,0,1,0,-1,-1,-1,-1,1,-1,2,1,2,-1,-1,-1,0,424.0,185.71,20/08/2001,228,138,57,17,12.0,25.0,1,4,5,0,1,0,0,0,1,3,0,0,0,4
3912,Dalwinder Singh,M,IND,144935.0,U,1001,1700,8,0,3,0,-1,-1,1,-1,4,1,3,2,-1,-1,-1,-1,0,640.0,183.8,27/04/1996,225,161,134,25,38.0,29.0,3,5,8,3,0,0,0,0,5,0,0,0,0,5
3913,Aryan Goveas,M,IND,200127.0,U,698,867,7,0,2,0,-1,-1,1,-1,4,1,2,1,-1,-1,-1,-1,0,593.0,183.8,10/07/1998,252,185,117,20,45.0,25.0,2,5,7,2,0,0,0,0,5,0,0,0,0,5
3914,Roman Blokhin,M,RUS,207294.0,U,1554,1554,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,118.0,187.27,19/03/1999,43,31,26,14,14.0,9.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3915,Andrew Watson,M,GBR,134376.0,R,672,1510,4,0,1,0,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,0,323.0,183.43,09/09/1996,145,108,41,12,25.0,12.0,1,3,4,0,0,1,0,0,1,0,2,0,0,3
3916,Lucas Vuradin,M,AUS,200640.0,R,846,2064,7,0,2,0,-1,-1,2,-1,3,1,2,1,-1,-1,-1,-1,0,522.0,187.08,01/02/1999,267,171,74,17,18.0,16.0,2,5,7,2,0,0,0,0,5,0,0,0,0,5
3917,Tomas Farjat,M,ARG,208078.0,U,1014,1137,3,0,1,0,-1,-1,-1,-1,1,-1,2,1,-1,-1,-1,-1,0,219.0,184.5,20/02/2001,127,80,36,7,7.0,12.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
3918,Yuta Kawahashi,M,JPN,200665.0,U,962,962,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,110.0,176.29,01/02/1998,43,31,20,6,4.0,10.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3919,Taisei Ichikawa,M,JPN,207383.0,U,853,1477,5,0,3,0,-1,-1,-1,-1,2,1,3,2,-1,-1,-1,-1,0,422.0,176.29,27/12/2000,227,157,64,12,13.0,20.0,3,2,5,3,0,0,0,0,2,0,0,0,0,2
3920,Justin Boulais,M,CAN,207993.0,U,544,1494,16,0,5,0,-1,-1,-1,-1,5,2,10,3,1,-1,-1,-1,0,1420.0,188.57,02/11/2001,617,416,251,77,62.0,81.0,5,11,16,5,0,0,0,0,11,0,0,0,0,11
3921,Nicaise Muamba,M,CAN,200233.0,U,601,601,13,0,2,0,2,-1,4,-1,4,1,3,1,-1,-1,-1,-1,0,1172.0,188.57,10/09/2000,488,329,179,51,48.0,60.0,2,11,13,2,0,0,0,0,11,0,0,0,0,11
3922,David Szintai,M,HUN,200343.0,R,0,0,4,0,1,0,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,0,455.0,184.0,11/06/1997,190,122,86,10,21.0,31.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
3923,Mislav Bosnjak,M,AUS,200614.0,U,1388,1858,6,0,1,0,1,-1,2,-1,1,-1,2,1,-1,-1,-1,-1,0,549.0,187.08,06/06/1998,273,184,77,36,36.0,31.0,1,5,6,1,0,0,0,0,5,0,0,0,0,5
3924,Daniel Batista,M,POR,206447.0,U,1287,1296,5,0,2,0,-1,-1,-1,-1,3,1,2,1,-1,-1,-1,-1,0,348.0,179.8,10/12/1998,147,85,54,16,8.0,12.0,2,3,5,0,2,0,0,0,0,3,0,0,0,3
3925,Scott Duncan,M,GBR,126144.0,U,1368,1368,4,0,1,0,-1,-1,-1,-1,2,-1,2,1,-1,-1,-1,-1,0,368.0,183.43,21/08/1994,178,113,64,7,12.0,21.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
3926,Luke Johnson,M,GBR,123854.0,R,673,825,8,0,1,0,-1,-1,-1,-1,5,-1,2,1,-1,-1,1,-1,0,733.0,183.43,20/03/1994,355,238,103,47,33.0,53.0,1,7,8,1,0,0,0,0,5,0,2,0,0,7
3927,Yasunori Hashikawa,M,JPN,208736.0,U,0,0,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,183.0,176.29,22/12/1998,91,51,28,5,3.0,11.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3928,Yuya Ito,M,JPN,124051.0,U,0,0,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,180.0,176.29,14/01/1997,95,62,33,1,9.0,10.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3929,James Trotter,M,JPN,208389.0,U,1323,1323,4,0,2,0,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,-1,0,324.0,176.29,unknown,141,101,43,12,27.0,11.0,2,2,4,2,0,0,0,0,2,0,0,0,0,2
3930,Gabriel Petit,M,FRA,144787.0,R,516,780,10,0,5,0,-1,-1,-1,-1,1,-1,8,5,1,-1,-1,-1,0,886.0,186.96,22/08/1995,402,302,139,28,48.0,39.0,5,5,10,5,0,0,0,0,5,0,0,0,0,5
3931,Savriyan Danilov,M,RUS,207649.0,R,591,673,6,0,2,0,-1,-1,-1,-1,-1,-1,5,2,-1,-1,1,-1,0,460.0,187.27,04/06/2000,230,139,59,18,18.0,29.0,2,4,6,2,0,0,0,0,3,1,0,0,0,4
3932,Max Andrews,M,GBR,123944.0,U,0,0,2,0,1,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,0,143.0,183.43,20/10/1994,62,32,21,3,2.0,8.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3933,Tom Jomby,M,FRA,105716.0,R,318,1009,29,0,9,0,-1,-1,2,-1,17,8,10,1,-1,-1,-1,-1,0,2355.0,186.96,21/02/1991,1178,788,371,109,203.0,121.0,9,20,29,9,0,0,0,0,18,2,0,0,0,20
3934,Nathan Ponwith,M,USA,132054.0,U,666,666,4,0,1,0,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,0,352.0,186.77,26/04/1998,126,87,60,27,13.0,14.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
