,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins(%),best_of_5_wins(%),num_win_bye,num_win_wo_ret,num_win_def,num_wo_ret,num_def,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,tot_minutes,height,birthdate,sv1st_win%,df%,ace_perc,bpS_perc
3918,Yuta Kawahashi,M,JPN,200665.0,U,962,962,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,110.0,176.29,01/02/1998,72.09302325581395,6.741573033707865,4.49,66.67
3919,Taisei Ichikawa,M,JPN,207383.0,U,853,1477,5,0,60,0,0,0,0,0,0,-1,-1,-1,-1,2,1,3,2,-1,-1,-1,-1,422.0,176.29,27/12/2000,69.16299559471366,3.4782608695652173,3.77,90.91
3920,Justin Boulais,M,CAN,207993.0,U,544,1494,16,0,31,0,0,0,0,1,0,-1,-1,-1,-1,5,2,10,3,1,-1,-1,-1,1420.0,188.57,02/11/2001,67.42301458670988,6.899641577060931,5.56,66.39
3921,Nicaise Muamba,M,CAN,200233.0,U,601,601,13,0,15,0,0,0,0,0,0,2,-1,4,-1,4,1,3,1,-1,-1,-1,-1,1172.0,188.57,10/09/2000,67.41803278688525,5.868814729574224,5.52,61.86
3922,David Szintai,M,HUN,200343.0,R,0,0,4,0,25,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,3,1,-1,-1,-1,-1,455.0,184.0,11/06/1997,64.21052631578948,2.710027100271003,5.69,81.58
3923,Mislav Bosnjak,M,AUS,200614.0,U,1388,1858,6,0,16,0,0,0,0,0,0,1,-1,2,-1,1,-1,2,1,-1,-1,-1,-1,549.0,187.42,06/06/1998,67.39926739926739,8.108108108108109,8.11,60.78
3924,Daniel Batista,M,POR,206447.0,U,1287,1296,5,0,40,0,0,0,0,0,0,-1,-1,-1,-1,3,1,2,1,-1,-1,-1,-1,348.0,179.8,10/12/1998,57.82312925170068,6.374501992031872,3.19,44.44
3925,Scott Duncan,M,GBR,126144.0,U,1368,1368,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,2,-1,2,1,-1,-1,-1,-1,368.0,183.43,21/08/1994,63.48314606741573,2.3333333333333335,4.0,72.41
3926,Luke Johnson,M,GBR,123854.0,R,673,825,8,0,12,0,0,0,0,0,0,-1,-1,-1,-1,5,-1,2,1,-1,-1,1,-1,733.0,183.43,20/03/1994,67.04225352112675,7.556270096463022,5.31,62.35
3927,Yasunori Hashikawa,M,JPN,208736.0,U,0,0,2,0,50,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,183.0,176.29,22/12/1998,56.043956043956044,3.4013605442176873,2.04,57.89
3928,Yuya Ito,M,JPN,124051.0,U,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,180.0,176.29,14/01/1997,65.26315789473685,0.6535947712418301,5.88,71.43
3929,James Trotter,M,JPN,208389.0,U,1323,1323,4,0,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,4,2,-1,-1,-1,-1,324.0,176.29,unknown,71.63120567375887,5.286343612334802,11.89,78.57
3930,Gabriel Petit,M,FRA,144787.0,R,516,780,10,0,50,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,8,5,1,-1,-1,-1,886.0,186.96,22/08/1995,75.12437810945273,3.8461538461538463,6.59,62.9
3931,Savriyan Danilov,M,RUS,207649.0,R,591,673,6,0,33,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,5,2,-1,-1,1,-1,460.0,187.27,04/06/2000,60.43478260869565,4.66321243523316,4.66,52.73
3932,Max Andrews,M,GBR,123944.0,U,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,143.0,183.43,20/10/1994,51.61290322580645,2.7777777777777777,1.85,47.06
3933,Tom Jomby,M,FRA,105716.0,R,318,1009,29,0,31,0,0,1,0,1,0,-1,-1,2,-1,17,8,10,1,-1,-1,-1,-1,2355.0,186.96,21/02/1991,62.27972601135765,5.164516978152146,10.33,73.33
3934,Nathan Ponwith,M,USA,132054.0,U,666,666,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,352.0,186.52,26/04/1998,69.04761904761905,10.714285714285714,5.16,51.85
3935,Sergio Gutierrez Ferrol,M,ESP,105300.0,R,156,361,50,0,46,0,0,3,0,3,0,-1,-1,-1,-1,39,22,11,1,-1,-1,-1,-1,4183.224699451512,182.65,05/03/1989,63.79354838709678,4.270031545741325,4.76,60.87
3936,Christoph Negritu,M,GER,122352.0,R,501,741,5,0,40,0,0,0,0,0,0,-1,-1,-1,-1,4,2,-1,-1,-1,-1,1,-1,356.0,187.44,24/03/1994,65.51724137931035,3.048780487804878,7.01,70.0
3937,Shinta Fujii,M,JPN,105242.0,U,1146,1476,7,0,28,0,0,0,0,0,0,1,-1,2,-1,4,2,-1,-1,-1,-1,-1,-1,597.0,176.29,22/11/1988,67.003367003367,4.21455938697318,4.41,63.64
3938,Raul Isaias Rosas Zarur,M,MEX,105330.0,R,1429,1430,6,0,16,0,0,0,0,0,0,2,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,347.0,183.33,17/05/1989,60.946745562130175,11.897106109324758,2.57,50.0
3939,Nik Razborsek,M,SLO,106247.0,L,456,700,15,0,40,0,0,1,0,0,0,-1,-1,-1,-1,12,6,2,-1,1,-1,-1,-1,1524.0,184.0,10/10/1993,65.11627906976744,4.188948306595366,3.12,62.22
3940,Gustav Hansson,M,SWE,111784.0,U,648,651,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,214.0,185.33,16/04/1995,57.36434108527132,3.684210526315789,3.68,57.69
3941,Emil Reinberg,M,USA,202130.0,R,878,1058,7,0,42,0,0,0,0,0,0,-1,-1,-1,-1,7,3,-1,-1,-1,-1,-1,-1,657.0,186.52,28/04/1997,66.796875,3.187250996015936,5.58,55.26
3942,Guy Orly Iradukunda,M,BDI,122474.0,U,1081,1081,4,0,75,0,0,0,0,0,0,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,278.0,185.7,30/03/1996,71.62162162162163,5.809128630705394,3.73,105.88
3943,Michael Shabaz,M,USA,104998.0,R,1606,1606,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,217.0,186.52,02/09/1987,71.71717171717171,3.6809815950920246,5.52,50.0
3944,Mikhail Fufygin,M,RUS,105545.0,U,575,675,6,0,33,0,0,0,0,0,0,-1,-1,-1,-1,6,2,-1,-1,-1,-1,-1,-1,601.0,187.27,13/05/1990,66.54545454545455,7.18954248366013,5.88,64.29
3945,Manuel Pena Lopez,M,ARG,126664.0,U,454,1666,23,0,34,0,0,0,0,1,0,4,-1,2,-1,16,8,1,-1,-1,-1,-1,-1,2698.632932602016,184.62,11/02/1998,65.11156186612575,4.357931435212086,2.09,59.55
3946,Yann Wojcik,M,SUI,144919.0,U,1230,1562,4,0,25,0,0,0,0,0,0,-1,-1,1,-1,3,1,-1,-1,-1,-1,-1,-1,321.0,182.8,04/12/1996,66.85393258426966,5.536332179930796,4.5,61.11
3947,William Griffith,M,USA,126570.0,U,907,1412,5,0,20,0,0,0,0,0,0,1,-1,-1,-1,3,1,-1,-1,1,-1,-1,-1,465.0,186.52,03/10/1995,66.0377358490566,0.5988023952095809,3.29,64.71
3948,Henry Craig,M,USA,111809.0,R,599,704,9,0,22,0,0,0,0,0,0,-1,-1,3,-1,6,2,-1,-1,-1,-1,-1,-1,822.0,186.52,15/10/1994,67.11590296495957,6.131386861313868,4.23,80.77
3949,Stefan Seifert,M,GER,104510.0,L,761,761,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,199.0,187.44,09/03/1985,62.745098039215684,2.941176470588235,2.94,63.16
3950,Tillmann Erdbories,M,GER,200459.0,R,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,150.0,187.44,17/05/1997,53.44827586206896,6.451612903225806,2.15,27.27
3951,Nicolas Bianchi,M,ARG,206157.0,U,1544,1544,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,157.0,184.62,22/11/1996,66.17647058823529,9.482758620689655,1.72,36.36
3952,Austin Hussey,M,USA,205992.0,U,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,120.0,186.52,01/05/1997,64.51612903225806,2.912621359223301,-1.0,100.0
3953,Matt Halpin,M,USA,245104.0,U,0,0,4,0,25,0,0,0,0,0,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,1,-1,350.0,186.52,unknown,62.264150943396224,9.40766550522648,5.92,76.92
3954,Kristian Lozan,M,RUS,200594.0,U,542,1076,7,0,28,0,0,1,0,2,0,1,-1,1,-1,5,2,-1,-1,-1,-1,-1,-1,604.0,187.27,30/10/1998,64.13043478260869,5.9196617336152215,4.65,65.45
3955,Gergely Madarasz,M,HUN,124001.0,U,1356,1356,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,217.0,184.0,01/10/1994,72.6027397260274,2.564102564102564,6.67,83.33
3956,Niels Lootsma,M,NED,125848.0,U,426,1027,6,0,16,0,0,0,0,0,0,-1,-1,3,-1,2,1,1,-1,-1,-1,-1,-1,598.0,190.25,21/08/1994,69.0909090909091,4.831932773109244,9.24,67.74
3957,Karl Poling,M,USA,207202.0,U,0,0,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,308.0,186.52,05/08/1999,63.44086021505376,3.7735849056603774,0.75,66.67
3958,Michael Zhu,M,USA,111568.0,U,754,915,11,0,36,0,0,1,0,0,0,-1,-1,-1,-1,11,4,-1,-1,-1,-1,-1,-1,895.0,186.52,14/08/1992,51.77055290950507,4.340816073421803,1.77,62.89
3959,Alberto Romero De Avila Senise,M,ESP,126737.0,U,748,898,11,0,45,0,0,1,0,0,0,-1,-1,-1,-1,11,5,-1,-1,-1,-1,-1,-1,854.0,182.65,08/12/1997,54.75935828877005,3.6475869809203143,1.7,45.16
3960,Nicolas Alvarez Varona,M,ESP,200374.0,U,488,2077,11,0,18,0,0,0,0,0,0,1,-1,1,-1,4,2,2,-1,1,-1,2,-1,844.0,182.65,19/05/2001,66.02409638554217,5.0,4.73,61.25
3961,Kelsey Stevenson,M,CAN,105560.0,R,977,1932,7,0,28,0,0,1,0,1,0,2,-1,2,-1,3,2,-1,-1,-1,-1,-1,-1,371.0,188.57,30/05/1990,57.43292240754171,4.010025062656641,4.09,65.22
3962,Tyler Lu,M,USA,202167.0,U,796,953,7,0,14,0,0,0,0,0,0,-1,-1,-1,-1,7,1,-1,-1,-1,-1,-1,-1,573.0,186.52,18/08/1995,64.62882096069869,8.653846153846153,2.88,53.85
3963,Jack Mingjie Lin,M,CAN,200368.0,R,1701,1956,15,0,20,0,0,0,0,0,0,4,-1,2,-1,7,3,2,-1,-1,-1,-1,-1,1484.0,188.57,16/04/1999,67.43772241992883,5.837320574162679,4.31,54.74
3964,Jonathan Kanar,M,FRA,106355.0,U,491,690,16,0,37,0,0,1,0,1,0,-1,-1,-1,-1,14,6,2,-1,-1,-1,-1,-1,1425.0,186.96,22/09/1994,60.729326186830015,6.138914873713752,3.18,53.97
3965,Mirko Cutuli,M,ITA,127334.0,U,772,1061,7,0,42,0,0,0,0,0,0,-1,-1,-1,-1,7,3,-1,-1,-1,-1,-1,-1,528.0,185.71,17/05/1996,68.72586872586872,6.0606060606060606,4.43,55.56
3966,Tae Woo Lee,M,KOR,132895.0,U,751,754,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,329.0,185.0,22/12/1991,64.62585034013605,4.526748971193416,4.94,46.15
3967,Pablo Vivero Gonzalez,M,ESP,132852.0,U,287,455,20,0,35,0,0,0,0,0,0,3,-1,-1,-1,17,7,-1,-1,-1,-1,-1,-1,1934.0,182.65,26/04/1995,68.33144154370035,8.664955070603337,5.39,55.33
3968,Quentin Gueydan,M,FRA,127606.0,U,1592,1925,13,0,30,0,0,1,0,0,0,-1,-1,-1,-1,9,4,3,-1,1,-1,-1,-1,1110.0,186.96,05/08/1994,69.74248927038627,4.702194357366772,6.58,57.58
3969,Bernardo Saraiva,M,POR,122369.0,R,728,1659,13,0,7,0,0,0,0,0,0,3,-1,1,-1,4,1,5,-1,-1,-1,-1,-1,1071.0,179.8,06/08/1993,59.95762711864406,5.686032138442522,1.61,45.45
3970,Constantin Bittoun Kouzmine,M,FRA,144970.0,L,621,621,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,343.0,186.96,08/01/1999,55.26315789473685,2.2727272727272725,1.14,62.5
3971,Ray Ho,M,TPE,202052.0,L,861,1485,6,0,33,0,0,1,0,0,0,-1,-1,-1,-1,4,2,2,-1,-1,-1,-1,-1,576.0,180.33,13/02/2000,71.37681159420289,2.0618556701030926,8.45,64.44
3972,Isaiah Strode,M,USA,200598.0,R,929,1339,7,0,57,0,0,0,0,0,0,-1,-1,-1,-1,7,4,-1,-1,-1,-1,-1,-1,608.0,186.52,15/09/1997,72.27272727272728,6.981981981981981,3.83,51.35
3973,Pietro Licciardi,M,ITA,111450.0,L,627,870,13,0,23,0,0,0,0,0,0,1,-1,5,-1,7,3,-1,-1,-1,-1,-1,-1,1426.0,185.71,17/05/1994,61.631419939577036,2.285092491838956,1.31,53.26
3974,Hugo Pontico,M,FRA,200006.0,U,1571,1571,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,255.0,186.96,24/10/1997,69.8529411764706,5.583756345177665,5.08,50.0
3975,Samuel Shropshire,M,USA,125829.0,R,906,1235,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,275.0,186.52,22/11/1994,67.14285714285714,6.694560669456067,5.86,77.42
3976,Thomas Statzberger,M,AUT,106060.0,R,444,503,9,0,33,0,0,0,0,0,0,-1,-1,-1,-1,9,3,-1,-1,-1,-1,-1,-1,866.0,185.2,27/09/1992,70.23255813953489,2.564102564102564,4.83,62.75
3977,Or Ram Harel,M,ISR,106384.0,R,723,723,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,302.0,181.5,10/02/1995,62.5,3.1914893617021276,1.6,110.0
3978,Conner Huertas Del Pino,M,PER,138485.0,U,687,1088,5,0,40,0,0,0,0,0,0,-1,-1,-1,-1,3,2,1,-1,1,-1,-1,-1,426.0,185.7,25/12/1995,67.69911504424779,2.923976608187134,6.43,55.26
3979,Vasile Alexandru Ghilea,M,ROU,106278.0,R,642,642,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,126.0,186.8,05/01/1994,61.42857142857143,5.825242718446602,-1.0,41.67
3980,Adrian Oetzbach,M,GER,144907.0,U,1879,1879,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,187.0,187.44,04/11/1997,54.54545454545454,3.0303030303030303,3.79,45.45
3981,Takashi Saito,M,JPN,111447.0,R,580,769,6,0,16,0,0,1,0,0,0,-1,-1,-1,-1,5,1,1,-1,-1,-1,-1,-1,464.0,176.29,24/02/1995,58.44155844155844,3.1161473087818696,2.55,70.45
3982,Clement Tabur,M,FRA,202127.0,U,1139,1261,4,0,25,0,0,0,0,0,0,-1,-1,1,-1,2,1,1,-1,-1,-1,-1,-1,254.0,186.96,29/01/2000,64.23357664233576,2.2123893805309733,3.98,100.0
3983,Erik Holt Crossman,M,AUS,202322.0,U,0,0,4,0,50,0,0,0,0,0,0,-1,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1,362.0,187.42,15/05/1997,65.56291390728477,3.90625,7.03,40.0
3984,Thomas Bosancic,M,AUS,200660.0,U,1724,1727,6,0,33,0,0,0,0,0,0,-1,-1,-1,-1,5,2,1,-1,-1,-1,-1,-1,505.0,187.42,16/07/2000,63.687150837988824,6.70391061452514,5.87,46.67
3985,Jayden Court,M,AUS,207854.0,R,1085,1281,6,0,50,0,0,0,0,0,0,-1,-1,-1,-1,5,3,-1,-1,1,-1,-1,-1,618.0,187.42,21/06/2000,68.78980891719745,4.150197628458498,7.91,85.37
3986,Moerani Bouzige,M,AUS,207728.0,R,1128,1128,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,230.0,187.42,13/07/1999,71.69811320754717,8.866995073891626,7.88,53.85
3987,Giuseppe Tresca,M,INA,239429.0,U,0,0,7,0,14,0,0,0,0,0,0,3,-1,-1,-1,4,2,4,3,-1,-1,-1,6,658.0,185.71,18/06/1998,66.08391608391608,6.4128256513026045,5.01,46.3
3988,Boris Arias,M,BOL,106262.0,R,1122,1736,11,0,18,0,0,0,0,0,0,-1,-1,-1,-1,6,2,2,-1,2,-1,1,-1,871.6329326020161,185.7,10/11/1993,60.75949367088608,6.215469613259669,4.01,45.88
3989,Isaac Arturo Arevalo,M,MEX,205869.0,U,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,141.0,183.33,08/03/2000,65.27777777777779,6.363636363636363,1.82,50.0
3990,Juan Ignacio Batalla,M,MEX,207967.0,U,1437,1471,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,346.0,183.33,11/08/1999,64.13043478260869,4.838709677419355,0.65,62.22
3991,Pierre Faivre,M,FRA,134786.0,U,846,875,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,360.0,186.96,13/02/1996,67.46987951807229,8.91089108910891,5.28,54.29
3992,Vladimir Polyakov,M,RUS,111443.0,R,883,1141,6,0,16,0,0,0,0,1,0,-1,-1,1,-1,5,1,-1,-1,-1,-1,-1,-1,303.0,187.27,18/06/1994,46.94092827004219,5.725190839694657,3.05,56.67
3993,Nicholas Bybel,M,USA,132609.0,U,1608,1984,3,0,33,0,0,0,0,0,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,284.0,186.52,31/10/1993,57.49999999999999,4.524886877828054,1.36,50.0
3994,Francesco Paschetto,M,ITA,206624.0,U,0,0,3,0,33,0,0,0,0,0,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,190.0,185.71,03/02/1998,70.88607594936708,10.48951048951049,2.8,40.0
3995,San Hui Sin,M,KOR,200321.0,U,1327,1425,5,0,20,0,0,0,0,2,0,2,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,345.0,185.0,18/03/1997,59.006211180124225,3.6231884057971016,2.54,46.34
3996,Jack Molloy,M,GBR,206849.0,R,0,0,7,0,28,0,0,0,0,0,0,2,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1,692.0,183.43,03/08/1999,67.42424242424242,4.025764895330113,6.44,70.83
3997,Mark Whitehouse,M,GBR,126193.0,U,540,1330,7,0,28,0,0,0,0,0,0,-1,-1,-1,-1,4,2,2,-1,-1,-1,1,-1,435.0,183.43,08/05/1993,66.7910447761194,2.2004889975550124,8.31,57.89
3998,Benjamin Pietri,M,FRA,202125.0,U,926,942,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,225.0,186.96,01/08/1996,60.37735849056604,3.5294117647058822,4.71,60.0
3999,Harrison Adams,M,USA,106327.0,R,445,649,11,0,54,0,0,0,0,1,0,-1,-1,-1,-1,8,6,3,-1,-1,-1,-1,-1,861.0,186.52,27/05/1994,72.45657568238212,8.171745152354571,6.09,70.89
4000,Jaimee Floyd Angele,M,FRA,202126.0,U,708,1261,6,0,16,0,0,0,0,1,0,-1,-1,-1,-1,6,1,-1,-1,-1,-1,-1,-1,581.5486703076991,186.96,31/03/2000,55.107526881720425,5.287648054145516,10.41,51.43
4001,Cristian Carli,M,ITA,127798.0,U,485,725,5,0,20,0,0,0,0,0,0,-1,-1,2,-1,3,1,-1,-1,-1,-1,-1,-1,492.0,185.71,25/03/1996,60.752688172043015,7.761194029850746,2.09,48.78
4002,Karl Friberg,M,SWE,200418.0,R,731,1825,11,0,27,0,0,1,0,0,0,1,-1,2,-1,8,3,-1,-1,-1,-1,-1,-1,897.0,185.33,02/04/1999,62.1867881548975,4.316546762589928,2.88,67.03
4003,George Botezan,M,ROU,132958.0,R,1150,1154,6,0,33,0,0,0,0,0,0,2,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1,515.0,186.8,14/02/1997,67.69911504424778,5.486284289276807,4.24,48.65
4004,Robin Thour,M,SWE,133177.0,R,1444,1958,4,0,25,0,0,0,0,0,0,1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,316.0,185.33,08/12/1994,66.2420382165605,4.693140794223827,7.94,85.19
4005,Dante Gennaro,M,ARG,106182.0,R,506,1122,10,0,30,0,0,1,0,0,0,2,-1,1,-1,7,3,-1,-1,-1,-1,-1,-1,797.0,184.62,22/05/1993,57.073170731707314,4.2586750788643535,2.52,58.82
4006,Marlon Vankan,M,GER,207535.0,U,0,0,3,0,33,0,0,1,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,186.0,187.44,29/08/2000,61.25000000000001,7.534246575342466,6.85,40.0
4007,Rrezart Cungu,M,MNE,200437.0,R,879,1181,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,235.0,169.0,19/07/1998,57.99999999999999,8.235294117647058,1.18,33.33
4008,Matthew Kandath,M,USA,111567.0,U,0,0,4,0,25,0,0,0,0,0,0,1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,283.0,186.52,25/10/1991,68.57142857142857,3.3333333333333335,4.44,62.07
4009,Alessandro Damiano Ventre,M,BRA,104574.0,U,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,137.0,184.54,28/06/1985,68.85245901639344,6.0344827586206895,6.9,40.0
4010,Ivan Sergeyev,M,UKR,105079.0,R,1593,1593,3,0,33,0,0,0,0,1,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,189.0,185.25,22/01/1988,53.48837209302325,4.511278195488721,2.26,31.25
4011,Jack Findel Hawkins,M,GBR,125800.0,U,845,851,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,362.0,183.43,10/10/1994,71.42857142857143,3.3333333333333335,7.67,88.89
4012,Jonathan Gray,M,GBR,200164.0,U,588,1217,7,0,14,0,0,0,0,0,0,1,-1,1,-1,5,1,-1,-1,-1,-1,-1,-1,612.0,183.43,10/04/1997,63.920454545454554,1.9920318725099602,3.39,76.74
4013,Alexis Canter,M,GBR,134545.0,U,1228,1251,7,0,28,0,0,0,0,0,0,1,-1,-1,-1,6,2,-1,-1,-1,-1,-1,-1,620.0,183.43,03/06/1998,65.51724137931035,2.7310924369747895,3.78,55.26
4014,Jonathan Binding,M,GBR,132213.0,U,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,182.0,183.43,14/03/1993,66.29213483146067,8.536585365853659,4.88,100.0
4015,Andres Fernandez Canovas,M,ESP,200608.0,U,1260,1260,3,0,66,0,0,0,0,0,0,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,249.0,182.65,08/03/1999,65.71428571428571,6.2857142857142865,2.29,42.86
4016,Luka Vukovic,M,CAN,202295.0,R,0,0,3,0,33,0,0,0,0,0,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,256.0,188.57,06/03/2001,61.6822429906542,6.532663316582915,1.51,57.14
4017,Christian Hirschmueller,M,GER,122353.0,R,684,999,4,0,25,0,0,0,0,0,0,-1,-1,1,-1,2,1,1,-1,-1,-1,-1,-1,387.0,187.44,14/03/1993,75.11961722488039,5.8988764044943816,9.27,69.7
4018,Hugo Voljacques,M,FRA,138652.0,R,684,684,3,0,66,0,0,1,0,0,0,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,230.0,186.96,05/01/1993,71.84466019417476,4.6875,5.21,61.11
4019,Christian Seraphim,M,GER,200365.0,U,1092,1575,4,0,25,0,0,0,0,0,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,306.0,187.44,26/05/1995,74.71264367816092,4.814814814814815,13.33,93.33
4020,Siddharth Vishwakarma,M,IND,144927.0,U,1095,1700,7,0,28,0,0,0,0,0,0,1,-1,1,-1,3,2,2,-1,-1,-1,-1,-1,680.0,183.8,07/10/1994,71.11913357400722,5.6672760511883,8.78,58.33
4021,Haadin Bava,M,IND,122055.0,U,681,907,3,0,33,0,0,0,0,0,0,1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,262.0,183.8,02/12/1994,64.07766990291263,4.102564102564102,3.08,50.0
4022,Juan Carlos Saez,M,CHI,105820.0,R,342,770,8,0,12,0,0,0,0,0,0,4,-1,1,-1,3,1,-1,-1,-1,-1,-1,-1,896.0,185.7,06/08/1991,60.60606060606061,3.627760252365931,2.84,51.28
4023,Rui Xuan Wang,M,CHN,200055.0,U,1232,2154,12,0,8,0,0,0,0,0,0,4,-1,3,-1,4,1,1,-1,-1,-1,-1,-1,811.0,183.67,unknown,53.88471177944862,7.5,4.72,85.25
4024,Kenneth Raisma,M,EST,144807.0,L,698,905,8,0,25,0,0,0,0,1,0,-1,-1,2,-1,6,2,-1,-1,-1,-1,-1,-1,614.0,190.0,06/04/1998,64.39628482972137,6.261859582542694,3.42,64.52
4025,Lukas Ollert,M,GER,121779.0,R,696,722,6,0,16,0,0,0,0,1,0,-1,-1,2,-1,4,1,-1,-1,-1,-1,-1,-1,589.0,187.44,25/11/1992,62.18181818181818,4.852320675105485,2.95,65.22
4026,Martim Leote Prata,M,POR,206425.0,U,1965,1966,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,261.0,179.8,01/09/2000,56.83453237410072,5.853658536585367,0.98,65.0
4027,Simon Beaupain,M,BEL,202247.0,U,992,1942,3,0,33,0,0,1,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,-1,236.0,173.67,24/05/1999,55.81395348837209,2.083333333333333,4.17,61.54
4028,Joshua Paris,M,GBR,126219.0,R,898,1032,5,0,20,0,0,0,0,0,0,-1,-1,1,-1,4,1,-1,-1,-1,-1,-1,-1,492.0,183.43,07/03/1996,69.4980694980695,2.777777777777778,6.06,50.0
4029,George Houghton,M,GBR,245100.0,U,0,0,2,0,50,0,0,0,0,0,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,140.0,183.43,16/07/1998,76.0,1.8018018018018018,5.41,71.43
4030,Billy Harris,M,GBR,126129.0,U,634,644,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,285.0,183.43,28/01/1995,70.99236641221373,6.25,8.48,52.38
4031,Maxime Tchoutakian,M,FRA,106280.0,U,564,747,3,0,33,0,0,0,0,0,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,342.0,186.96,15/01/1994,62.59541984732825,4.310344827586207,3.02,44.83
